age,salary,click_rate
25.323606416956675,64106.74585419801,0.3418446392280443
35.69898439419671,62328.60611964576,0.005430716168950719
28.499558892174452,48648.954787842886,0.4287131087418274
39.673440089441485,51755.14694346489,0.5903419706868631
38.38856867611968,52530.72306627805,0.20912274182402793
44.930368066148574,52938.713878138944,0.36700882481707564
42.66973290905225,56484.63123751395,0.2044604980772207
38.108440013053695,57239.889382835194,0.672754109898186
33.179571002467796,56609.21626373152,0.6879663804489798
37.22801062734036,53286.75769731517,0.32712263360955135
35.333919227209435,61350.531658122265,0.47365636535543193
41.72038519942788,56855.85216633225,0.26583184845931057
40.95738893977481,44044.327537777725,0.3228454366884035
34.22150733807147,60343.81822257935,0.0642229979209115
27.228037321038734,58832.360022184235,0.33933366271645493
44.00032380132255,44203.72547444824,0.5132593369396936
39.49124374093923,54086.98553303462,0.37436594202764234
34.08305957656398,65970.72561011359,0.40436295733059086
39.25724008862203,48635.50061339296,0.6093325483861519
36.44916783750018,47578.20930271506,0.44973759151689574
43.911707557316845,56751.163780082614,0.28652853812036805
24.421318609169838,66229.32269811963,0.5625885394408765
33.616854200919406,78103.27590722695,0.3453829577676903
45.594327092872135,66589.35354853683,0.7500745069344243
39.37919042080387,70848.27740156108,0.3841468978886603
46.63564000988525,63466.97628501664,0.22626957178164564
28.669157441019216,53148.8402035727,0.33967982545800285
42.433180295630926,66517.11076596912,0.42486377578672657
42.073346540722994,59143.91951071879,0.6616931830148272
25.909628788026996,63770.33837828013,0.3445604966381072
34.226986262801496,50539.70173649039,0.20573075598054097
35.3608253688355,64664.45800839806,0.23541518999623964
26.282663827395567,58794.91803234103,0.1760005965189795
34.35238604087737,62312.577471840836,0.5001661105323192
41.23909884467164,59149.268251748676,0.35956376646294264
33.65446164285156,57227.96884658317,0.5403052058871902
37.45279893404416,64846.90779618408,0.59020429411923
37.496221696365915,55939.08871108436,0.3652276946486582
35.927139533167406,44113.118696224104,0.6330329896232627
31.768907855847427,41260.29924317555,0.12062053802253349
39.95288384930339,61844.165694269774,0.5108429107264729
26.47779743084405,55527.82185271144,0.6186015495929684
36.0515288310491,42709.0082256795,0.3832647303565343
44.31291804310853,61065.349670537806,0.32624452816682714
33.315760500952706,59061.25445026641,0.699480568599607
31.636072670986337,55003.86406777268,0.25865940903499846
40.35309683265227,62468.09318180852,0.44193630590829003
36.98059056352279,73150.94010107804,0.2907304060407686
40.4726836923416,72845.90718685139,0.331488649346954
36.230990914171635,61437.64643108585,0.2486787467538064
21.670245295492926,59152.895671371465,0.7154765217616008
43.079480462554194,61577.35207611681,0.27909678411504696
48.42015829486965,63090.069327743484,0.2985573609001142
43.70424604101772,57317.018229419446,0.5274870629654195
14.766853649581442,61745.43059953102,0.41937437138289224
38.7065292750334,44263.70428958203,0.3259544252307379
33.199525136549724,60813.48883346764,0.31385793698613385
29.494537478329747,64768.13595024605,0.4410148533711749
36.73639296982964,55101.58057993594,0.30894542988107243
35.10631623060168,59045.273557139015,0.5487252683007842
39.051946825679046,48884.94619298876,0.531211322241212
36.33948113583273,47496.864170406865,0.4716056617349035
29.27512735866614,62108.15077959191,0.46122806423250773
32.54038933954217,52704.36984262384,0.3611598770453316
31.572248662049905,42231.74338423975,0.40715171632261665
25.701100939533323,48882.21700865558,0.37276738137898835
27.7701321362767,50336.20906207931,0.03896799424870587
34.73358798068883,67745.80497731741,0.2716805964730547
44.542524451843676,61791.140113684676,0.4429987987734599
32.78665752180723,51283.978018427,0.4102816819134516
31.45541535148326,54122.3409502884,0.7752294163080345
28.912279159963045,73120.84416107227,0.2891771334697618
36.1832189699721,69361.0243519695,0.24360485440329235
43.07555600766076,48819.39572018172,0.38427642050826977
48.016096598451554,71635.25859626326,0.5406855502808174
37.712396260330124,59193.711915501895,0.3601108425213983
36.83996245581861,67996.11626056244,0.17873626016461006
32.73916135647874,58366.92044998493,0.266546919382024
33.740600271053935,71858.29198742175,0.6448415748063973
39.775050546304215,48403.79388460201,0.47066508912724553
34.110748007621524,57445.49568618484,0.40099400217789977
35.02630531699552,72164.59777899117,0.3695827850557974
35.84791635149745,36073.91851802737,0.43961539301193014
32.455031334555144,59539.385958755345,0.2673615927548933
35.55012444553469,56064.53680126813,0.45912691992449023
23.88356322725519,66846.61230543745,0.14003494742550193
39.293015298110774,70699.13435410972,0.2678951004506491
50.11063103383233,67302.83819306965,0.6823829215700645
32.687738309021604,62410.00253397246,0.2563784606107688
38.243022870010016,60405.6454809536,0.039855448680508734
41.10945792147711,56572.89378520102,0.11810684754189676
43.68129163630477,62099.72621524631,0.16941467901673435
34.41407106755892,74596.5482958551,0.47651826900752453
25.180096477867686,51694.877017224586,0.5919800422976114
37.60339170509258,55979.18524875926,0.12417682453529917
36.77177214392656,59244.90027433193,0.6691165571717738
33.926001751943986,70009.32679195669,0.4692623321121865
35.19892726269396,62233.023395522054,0.4027988578863368
36.86208267010639,69834.8189554519,0.21471139719596796
38.1705719526231,70341.09990503601,0.5027471200425008
37.91885826143951,65920.3682581998,0.6077839633257033
34.69388604299323,49360.063834344466,0.6510582488151375
38.30567300991571,76610.93911896714,0.3529855083385432
34.28981491035083,74123.80671092702,0.6313882666264996
39.85215300921192,60635.40050502337,0.25955377627264825
32.235342987140996,46182.297575164455,0.3645736354539989
36.43834915289737,44395.018421256435,0.5152185292783238
26.25756850729662,62543.1562655371,0.6530327172804457
33.78053718325712,52982.49557869214,0.29695469485704556
39.40493232677987,42828.10866639621,0.22331193767253016
29.79759079975159,44206.343006369985,0.5448787289217639
34.0793971418995,55300.17426669992,0.5779557486092154
21.569582700538742,61949.29573810978,0.5141515250219306
27.791555348808064,74057.13051015827,0.14771814603308364
29.361152663316588,64842.20774346842,0.7964732129013427
36.61050630462983,56185.95469528586,0.425360952964766
38.00045407435628,63799.49557672799,0.4857325730447885
35.663666604358816,62905.67585588658,0.6591269360668208
33.70443970267573,67395.45207195939,0.6783716253334174
33.725389509907515,59600.578864161354,0.7159870694859138
40.296274494242965,70361.9775101211,0.2904150275152359
37.27691908129832,68244.51800227485,0.7098485483302973
33.996326422167826,60827.0000363857,0.49058175218021105
43.75979697144756,58807.756437340955,0.3373713378163237
47.699850245976606,69197.48478990427,0.3556260182213505
28.52554529859798,52865.256818929614,0.478294050392926
39.13506042126307,44933.87170856606,0.4213852383600737
54.53933764611831,44877.020083160045,0.5455951844630217
37.68123324630117,52036.25524910491,0.4483322897235485
36.692655816985656,66596.52298777249,0.3087255898763911
35.66559636063832,55772.01145390137,0.6671980589516794
38.941089104944446,62045.16002811226,0.7662199045620597
